id,text,created_at
1657310510008631299,I'll never forget when it was in Birmingham and we danced in the streets. Love Eurovision because it's just a big love fest. #Eurovision,2023-05-13 09:03:11+00:00
1657310491134377985,"Selling x4 Euro Village tickets for today! !
Please if anyone’s interested send a DM !
Could sell all separately x
#eurovillage #eurovision          #eurovillagetickets #ticketfairy",2023-05-13 09:03:07+00:00
1657310425732780032,@CliveMo15782270 Such a big weekend for this Aussie lass. Luton Town in Semi Final playoffs. Dad long passed born &amp; bred in Luton. I last followed them when they were in 5th Division!  Plus #Eurovision Final in Liverpool. I will be live streaming both events 🏴‍☠️in the wee hours. 🍷🐨,2023-05-13 09:02:51+00:00
1657310384527757315,"@sparksofficial Love it, what an earworm! Please write the UKs next #Eurovision entry!",2023-05-13 09:02:41+00:00
1657310272522952704,Happy Gustaph Day! #Eurovision,2023-05-13 09:02:14+00:00
1657310196664872961,"Ah, nice to see a glimpse of @NatalieMcCool, @stealingsheep et al on the telly there #eurotopia #Eurovision",2023-05-13 09:01:56+00:00
1657310179774398464,"It's #Eurovision Day! 
Best night of the year!
🎉🥳🎉",2023-05-13 09:01:52+00:00
1657310178272768000,"Ive decided not to call halfwit Brexiteers like Alex Phillips ‘idiots’ - they clearly don’t like it.

What should I call them instead? 🤔

#r4today #Eurovision #SaturdayMorning",2023-05-13 09:01:52+00:00
1657310151915741189,Got three cocktails I've not done before lined up for #Eurovision    finale tonight,2023-05-13 09:01:46+00:00
1657310116901707776,"done buying eurovision day pizzas and  drinks, we’re good to go #Eurovision",2023-05-13 09:01:37+00:00
1657310080881000449,@Eurovision Let's go Belgium and Finland! 🇧🇪🇫🇮 #Eurovision,2023-05-13 09:01:29+00:00
1657309982935724034,"To all who got tickets for @Eurovision @bbceurovision I officially hate you all!! @QueenWillRock performing, and the whole show to watch! I will be watching on tv, enjoying it all, but a little bit of hate for every audience member 🤣🤣🤣 #Eurovision #Eurovision2023",2023-05-13 09:01:05+00:00
1657309857874059266,BRB. Listening to @Voyagerau on repeat until they win #Eurovision tonight,2023-05-13 09:00:36+00:00
1657309798893756417,Good luck Mae Muller #Eurovision,2023-05-13 09:00:22+00:00
1657309745630400512,"Last minute quest to find a flag for tonight… they seem non-existent in the entire city, where are the dodgy back-of-a-van sellers events usually have? 😅. #Eurovision",2023-05-13 09:00:09+00:00
1657309736805584897,Starting a petition to rename ‘I Wrote a Song’ to ‘I Wrote a Letter’ 😉 #Eurovision,2023-05-13 09:00:07+00:00
1657309719793467394,"rediscova with us

Vintage sustainable style for your home 

Follow the link for our collection

#giftideas #rediscova #vintage #ceramics #furniture #sustainable #homedecor #interiordesign  #eurovision #saturdayfeeling",2023-05-13 09:00:03+00:00
1657309718233387008,"Vintage vinyl from Rock to Jazz and  inbetween

Love music click on the link to browse through our collection of fab vinyl

#vinyl #groovevinyl #vinyladdict #music #livemusic #vintage  #Eurovision    #championsleague  #saturdayvibes",2023-05-13 09:00:02+00:00
1657309714865336322,"Feeling the @BBCEurovision buzz? 🎤

Simon Logan relives Eurovision classics and chats to artists who have represented the UK through the years.

#Eurovision",2023-05-13 09:00:02+00:00
1657309713883693057,"It's #Eurovision day and we want to know, what do you think is the best winning song of all time? 🎶",2023-05-13 09:00:01+00:00
1657309712801562626,HAPPY EUROVISION FINAL DAY #Eurovision,2023-05-13 09:00:01+00:00
1657309709299228674,"rediscova with us

Vintage sustainable style for your home 

Follow the link to browse our collection

#giftideas #rediscova #vintage #ceramics #furniture #sustainable #interiordesign #interiors #homedecor  #eurovision  #saturdayvibes",2023-05-13 09:00:00+00:00
1657309708888449025,"🇸🇪 Sweden are the most successful nation when #Eurovision takes place on the same weekend as Formula 1. 

They've won the contest three times on F1 weekends: in 1999, 2012 and 2015. #F1",2023-05-13 09:00:00+00:00
1657309693297999877,Good luck @maemuller_ 🇬🇧 #Eurovision,2023-05-13 08:59:56+00:00
